ms,label,tempC,humPct,press_hPa,gas_ohm,log_gas,dloggas_dt,ema_fast,ema_slow,ema_diff
500797,garlic,30.15,56.31,997.57,106399,11.574951,0.001798,11.578182,11.550941,0.027241
501147,garlic,30.15,56.42,997.57,106736,11.578114,0.009035,11.578158,11.552572,0.025586
501497,garlic,30.15,56.49,997.56,108941,11.598561,0.058422,11.585299,11.555331,0.029967
501847,garlic,30.15,56.5,997.56,112425,11.630042,0.089945,11.600958,11.559813,0.041144
502197,garlic,30.15,56.41,997.56,115345,11.655683,0.073259,11.620111,11.565565,0.054546
502547,garlic,30.14,56.2,997.54,118255,11.680598,0.071188,11.641281,11.572468,0.068813
502897,garlic,30.14,55.93,997.55,121228,11.705428,0.070942,11.663733,11.580445,0.083287
503247,garlic,30.13,55.59,997.55,124263,11.730156,0.070651,11.68698,11.589428,0.097552
503597,garlic,30.13,55.19,997.56,126689,11.749491,0.055242,11.708858,11.599031,0.109827
503947,garlic,30.13,54.8,997.55,128816,11.76614,0.047569,11.728907,11.609058,0.119848
504297,garlic,30.14,54.4,997.55,131939,11.790095,0.068444,11.750322,11.619921,0.130402
504647,garlic,30.14,53.98,997.55,132874,11.797156,0.020174,11.766714,11.630555,0.136159
504997,garlic,30.14,53.58,997.55,134355,11.808241,0.03167,11.781248,11.641216,0.140032
505347,garlic,30.14,53.21,997.55,135979,11.820255,0.034327,11.794901,11.651958,0.142942
505697,coffee,30.14,52.84,997.54,137083,11.828341,0.023103,11.806604,11.662541,0.144063
506047,coffee,30.14,52.48,997.54,138660,11.83978,0.032681,11.818215,11.673176,0.14504
506397,coffee,30.14,52.13,997.54,139347,11.844723,0.014123,11.827493,11.683469,0.144024
506747,coffee,30.14,51.81,997.54,141687,11.861376,0.04758,11.839352,11.694143,0.145208
507097,coffee,30.14,51.48,997.54,142045,11.863899,0.00721,11.847942,11.704329,0.143614
507447,coffee,30.14,51.17,997.54,143494,11.874048,0.028997,11.85708,11.714512,0.142568
507797,coffee,30.14,50.88,997.53,143617,11.874906,0.00245,11.863318,11.724135,0.139183
508147,coffee,30.14,50.61,997.55,144725,11.88259,0.021956,11.870064,11.733643,0.136421
508497,coffee,30.14,50.34,997.54,143372,11.873198,-0.026836,11.871161,11.742016,0.129145
508847,coffee,30.14,50.12,997.54,144354,11.880024,0.019504,11.874263,11.750296,0.123967
509197,coffee,30.15,49.88,997.53,144230,11.879165,-0.002455,11.875978,11.758027,0.117951
509547,coffee,30.15,49.67,997.53,144601,11.881734,0.007341,11.877993,11.76545,0.112543
509897,coffee,30.15,49.49,997.53,145098,11.885164,0.009801,11.880503,11.772633,0.10787
510247,coffee,30.15,49.31,997.53,144107,11.878311,-0.01958,11.879735,11.778974,0.100761
510597,coffee,30.15,49.12,997.53,144601,11.881734,0.009779,11.880434,11.785139,0.095295
510947,coffee,30.15,48.98,997.53,144477,11.880876,-0.002452,11.880589,11.790883,0.089705
511297,coffee,30.15,48.81,997.52,143617,11.874906,-0.017057,11.878599,11.795924,0.082675
511647,coffee,30.15,48.67,997.52,142766,11.868962,-0.016981,11.875226,11.800307,0.074919
511997,coffee,30.15,48.54,997.52,143008,11.870656,0.004839,11.873627,11.804528,0.069098
512347,coffee,30.15,48.4,997.52,142887,11.869809,-0.00242,11.87229,11.808445,0.063845
512697,coffee,30.15,48.29,997.52,143861,11.876603,0.019411,11.873799,11.812534,0.061265
513047,coffee,30.15,48.17,997.51,143372,11.873198,-0.00973,11.873589,11.816175,0.057414
513397,coffee,30.15,48.07,997.51,142766,11.868962,-0.012101,11.871969,11.819343,0.052627
513747,coffee,30.15,47.97,997.51,142405,11.86643,-0.007234,11.87003,11.822167,0.047863
514097,coffee,30.15,47.86,997.52,142887,11.869809,0.009654,11.869952,11.825027,0.044926
514447,coffee,30.15,47.78,997.52,141925,11.863054,-0.0193,11.867537,11.827309,0.040229
514797,coffee,30.16,47.68,997.53,142645,11.868114,0.014458,11.867739,11.829757,0.037982
515147,coffee,30.16,47.6,997.52,141687,11.861376,-0.019253,11.865511,11.831654,0.033857
515497,coffee,30.16,47.53,997.53,142045,11.863899,0.00721,11.864946,11.833589,0.031358
515847,coffee,30.16,47.44,997.53,141806,11.862215,-0.004812,11.86399,11.835306,0.028684
516197,coffee,30.16,47.38,997.53,140625,11.853852,-0.023894,11.860441,11.836419,0.024022
516547,coffee,30.16,47.31,997.52,140859,11.855515,0.004749,11.858717,11.837564,0.021152
516897,coffee,30.16,47.24,997.52,142405,11.86643,0.031188,11.861416,11.839296,0.02212
517247,coffee,30.16,47.18,997.53,140977,11.856352,-0.028796,11.859643,11.84032,0.019323
517597,coffee,30.16,47.11,997.52,141687,11.861376,0.014354,11.86025,11.841582,0.018667
517947,coffee,30.16,47.05,997.52,141806,11.862215,0.002398,11.860937,11.84282,0.018117
518297,coffee,30.16,46.99,997.51,141450,11.859701,-0.007183,11.860504,11.843833,0.016671
518647,coffee,30.16,46.94,997.51,140391,11.852186,-0.021471,11.857593,11.844334,0.013259
518997,coffee,30.16,46.88,997.51,140507,11.853013,0.002362,11.855989,11.844854,0.011135
519347,coffee,30.17,46.84,997.51,140625,11.853852,0.002398,11.855241,11.845394,0.009847
519697,coffee,30.16,46.78,997.51,139925,11.848862,-0.014259,11.853008,11.845602,0.007406
520047,coffee,30.16,46.74,997.51,140507,11.853013,0.011861,11.853009,11.846046,0.006963
520397,coffee,30.17,46.69,997.52,140625,11.853852,0.002398,11.853304,11.846515,0.006789
520747,coffee,30.17,46.66,997.52,140977,11.856352,0.007142,11.85437,11.847105,0.007265
521097,coffee,30.17,46.61,997.52,141213,11.858025,0.004779,11.855649,11.84776,0.007889
521447,coffee,30.17,46.56,997.52,139809,11.848033,-0.028548,11.852983,11.847776,0.005206
521797,coffee,30.17,46.53,997.52,140977,11.856352,0.023768,11.854161,11.84829,0.005871
522147,coffee,30.17,46.48,997.52,140391,11.852186,-0.011902,11.85347,11.848524,0.004946
522497,coffee,30.17,46.45,997.52,140274,11.851353,-0.002381,11.852729,11.848694,0.004035
522847,coffee,30.17,46.42,997.52,140041,11.84969,-0.004749,11.851665,11.848754,0.002912
523197,coffee,30.17,46.38,997.51,140274,11.851353,0.004749,11.851556,11.84891,0.002645
523547,coffee,30.17,46.35,997.51,140274,11.851353,0.0,11.851484,11.849057,0.002427
523897,coffee,30.17,46.31,997.51,140742,11.854684,0.009518,11.852604,11.849395,0.003209
524247,coffee,30.18,46.28,997.52,140274,11.851353,-0.009518,11.852165,11.849513,0.002652
524597,coffee,30.18,46.26,997.52,139809,11.848033,-0.009485,11.850718,11.849424,0.001294
524947,coffee,30.18,46.22,997.52,140625,11.853852,0.016627,11.851815,11.84969,0.002125
525297,coffee,30.18,46.19,997.52,140274,11.851353,-0.007142,11.851653,11.849791,0.001863
525647,coffee,30.18,46.16,997.52,139578,11.846379,-0.01421,11.849807,11.849586,0.00022
525997,coffee,30.18,46.13,997.51,139925,11.848862,0.007093,11.849476,11.849543,-6.7e-05
526347,coffee,30.18,46.09,997.51,138774,11.840602,-0.023599,11.84637,11.849006,-0.002636
526697,coffee,30.18,46.08,997.51,139809,11.848033,0.021232,11.846951,11.848948,-0.001996
527047,coffee,30.18,46.03,997.51,139809,11.848033,0.0,11.847329,11.848893,-0.001564
527397,coffee,30.18,46.02,997.5,139809,11.848033,0.0,11.847575,11.848842,-0.001266
527747,coffee,30.18,45.99,997.51,139232,11.843897,-0.011817,11.846288,11.848545,-0.002257
528097,coffee,30.18,45.96,997.51,140041,11.84969,0.016553,11.847478,11.848614,-0.001136
528447,coffee,30.18,45.96,997.51,139347,11.844723,-0.014193,11.846514,11.848381,-0.001867
528797,coffee,30.18,45.94,997.51,138433,11.838141,-0.018804,11.843583,11.847766,-0.004183
529147,coffee,30.19,45.91,997.52,139693,11.847202,0.025888,11.84485,11.847733,-0.002883
529497,coffee,30.19,45.88,997.52,139925,11.848862,0.004741,11.846253,11.8478,-0.001547
529847,coffee,30.19,45.87,997.51,139462,11.845548,-0.009469,11.846006,11.847665,-0.001658
530197,coffee,30.19,45.83,997.52,139462,11.845548,0.0,11.845845,11.847537,-0.001692
530547,coffee,30.19,45.82,997.51,140157,11.850518,0.014202,11.847481,11.847715,-0.000235
530897,coffee,30.19,45.81,997.51,138774,11.840602,-0.028332,11.845073,11.847288,-0.002215
531247,coffee,30.19,45.78,997.51,138888,11.841423,0.002346,11.843795,11.846936,-0.003141
531597,coffee,30.19,45.78,997.51,139117,11.843071,0.004708,11.843541,11.846704,-0.003163
531947,coffee,30.19,45.75,997.51,139003,11.842251,-0.002343,11.843089,11.846437,-0.003348
532297,coffee,30.19,45.72,997.51,138660,11.83978,-0.00706,11.84193,11.846039,-0.004108
532647,coffee,30.19,45.71,997.51,138774,11.840602,0.002349,11.841465,11.845713,-0.004248
532998,coffee,30.19,45.69,997.51,137867,11.834044,-0.018682,11.838867,11.845013,-0.006145
533347,coffee,30.19,45.68,997.51,138774,11.840602,0.018789,11.839474,11.844748,-0.005274
533697,coffee,30.19,45.66,997.51,139232,11.843897,0.009414,11.841022,11.844697,-0.003675
534047,coffee,30.19,45.64,997.51,138319,11.837317,-0.018798,11.839725,11.844254,-0.00453
534397,coffee,30.19,45.64,997.51,139232,11.843897,0.018798,11.841185,11.844234,-0.003049
534747,coffee,30.2,45.62,997.51,139232,11.843897,0.0,11.842134,11.844213,-0.00208
535097,coffee,30.2,45.6,997.51,138319,11.837317,-0.018798,11.840447,11.8438,-0.003352
535447,coffee,30.2,45.57,997.51,138433,11.838141,0.002354,11.83964,11.84346,-0.00382
535797,coffee,30.2,45.55,997.51,139117,11.843071,0.014084,11.84084,11.843437,-0.002597
536147,coffee,30.2,45.55,997.5,138206,11.8365,-0.018774,11.839321,11.84302,-0.003699
536497,coffee,30.2,45.53,997.49,137867,11.834044,-0.007016,11.837474,11.842483,-0.005009
536847,coffee,30.2,45.51,997.49,137980,11.834864,0.002341,11.83656,11.842025,-0.005465
537197,coffee,30.2,45.51,997.49,137642,11.832412,-0.007005,11.835108,11.841448,-0.00634
537547,coffee,30.2,45.49,997.49,137418,11.830783,-0.004654,11.833593,11.840807,-0.007214
537897,coffee,30.2,45.49,997.49,137530,11.831597,0.002327,11.832894,11.840255,-0.00736
538247,coffee,30.2,45.46,997.49,138888,11.841423,0.028073,11.835879,11.840325,-0.004446
538597,coffee,30.2,45.47,997.49,137530,11.831597,-0.028073,11.83438,11.839802,-0.005422
538947,coffee,30.2,45.45,997.49,138093,11.835683,0.011673,11.834836,11.839555,-0.004719
539297,coffee,30.2,45.44,997.49,136972,11.827532,-0.023289,11.832279,11.838834,-0.006555
539647,coffee,30.2,45.42,997.49,137530,11.831597,0.011616,11.832041,11.8384,-0.006359
539997,coffee,30.2,45.42,997.49,137980,11.834864,0.009332,11.833029,11.838187,-0.005158
540347,coffee,30.2,45.41,997.48,137306,11.829967,-0.013989,11.831957,11.837694,-0.005737
540697,coffee,30.2,45.39,997.48,137195,11.829159,-0.002311,11.830977,11.837182,-0.006205
541047,coffee,30.2,45.36,997.48,136418,11.823479,-0.016229,11.828353,11.83636,-0.008007
541397,coffee,30.2,45.37,997.47,137755,11.833232,0.027866,11.83006,11.836173,-0.006113
541747,coffee,30.2,45.37,997.47,137755,11.833232,0.0,11.83117,11.835997,-0.004827
542097,coffee,30.2,45.33,997.47,137306,11.829967,-0.009327,11.830749,11.835634,-0.004886
542447,coffee,30.21,45.32,997.46,137195,11.829159,-0.002311,11.830192,11.835245,-0.005054
542797,coffee,30.21,45.31,997.46,137418,11.830783,0.00464,11.830399,11.834977,-0.004579
543147,coffee,30.21,45.3,997.46,138093,11.835683,0.014,11.832248,11.83502,-0.002772
543497,coffee,30.21,45.3,997.47,136750,11.82591,-0.027924,11.830029,11.834474,-0.004444
543847,coffee,30.21,45.29,997.47,137980,11.834864,0.025583,11.831721,11.834496,-0.002775
544197,coffee,30.21,45.27,997.46,136198,11.821865,-0.037139,11.828271,11.833738,-0.005467
544547,coffee,30.21,45.28,997.47,136639,11.825098,0.009237,11.82716,11.83322,-0.006061
544897,coffee,30.21,45.25,997.48,136198,11.821865,-0.009237,11.825306,11.832539,-0.007233
545247,coffee,30.21,45.25,997.48,137083,11.828341,0.018504,11.826368,11.832287,-0.005919
545597,coffee,30.21,45.24,997.49,136861,11.826721,-0.004629,11.826491,11.831953,-0.005462
545947,coffee,30.21,45.23,997.48,135869,11.819447,-0.020785,11.824025,11.831203,-0.007177
546297,coffee,30.21,45.22,997.49,136750,11.82591,0.018466,11.824684,11.830885,-0.006201
546647,coffee,30.21,45.22,997.48,136198,11.821865,-0.011556,11.823697,11.830343,-0.006646
546997,coffee,30.21,45.2,997.48,136088,11.821057,-0.002308,11.822773,11.829786,-0.007013
547347,coffee,30.21,45.19,997.48,136308,11.822672,0.004613,11.822737,11.829359,-0.006622
547697,coffee,30.21,45.18,997.48,135760,11.818644,-0.011509,11.821304,11.828716,-0.007412
548047,coffee,30.21,45.19,997.49,136088,11.821057,0.006896,11.821218,11.828257,-0.007039
548397,coffee,30.21,45.17,997.49,137306,11.829967,0.025458,11.82428,11.828359,-0.004079
548747,coffee,30.21,45.16,997.49,135651,11.817841,-0.034648,11.822025,11.827727,-0.005702
549097,coffee,30.21,45.16,997.49,135324,11.815427,-0.006896,11.819715,11.826989,-0.007274
549447,coffee,30.21,45.14,997.48,135324,11.815427,0.0,11.818213,11.826295,-0.008081
549797,coffee,30.21,45.14,997.49,135651,11.817841,0.006896,11.818083,11.825788,-0.007705
550147,coffee,30.21,45.12,997.49,135542,11.817037,-0.002297,11.817717,11.825263,-0.007546
550497,coffee,30.21,45.11,997.49,135651,11.817841,0.002297,11.81776,11.824818,-0.007058
550847,coffee,30.21,45.11,997.49,136308,11.822672,0.013804,11.819478,11.824689,-0.005211
551197,coffee,30.21,45.09,997.47,138093,11.835683,0.037174,11.82515,11.825349,-0.000199
551547,coffee,30.21,45.08,997.47,139925,11.848862,0.037654,11.833448,11.826759,0.006689
551897,coffee,30.21,45.06,997.47,140157,11.850518,0.004733,11.839422,11.828185,0.011237
552247,coffee,30.21,45.03,997.48,141331,11.85886,0.023834,11.846226,11.830026,0.0162
552597,coffee,30.22,45.02,997.48,142766,11.868962,0.028864,11.854183,11.832362,0.021821
552947,coffee,30.21,44.99,997.47,144107,11.878311,0.026711,11.862628,11.835119,0.027509
553297,coffee,30.21,44.95,997.46,145977,11.891205,0.036839,11.87263,11.838485,0.034145
553647,coffee,30.21,44.94,997.47,147122,11.899017,0.022321,11.881866,11.842116,0.039749
553997,coffee,30.2,44.92,997.47,148809,11.910419,0.032575,11.891859,11.846214,0.045645
554347,coffee,30.2,44.9,997.46,147508,11.901638,-0.025087,11.895282,11.84954,0.045742
554697,alcohol,30.2,44.87,997.47,134355,11.808241,-0.266849,11.864818,11.847061,0.017756
555047,alcohol,30.2,44.86,997.48,116620,11.666677,-0.40447,11.795467,11.836238,-0.040771
555397,alcohol,30.2,44.85,997.48,101656,11.52935,-0.392361,11.702326,11.817824,-0.115499
555747,alcohol,30.21,44.85,997.47,91394,11.422935,-0.304042,11.604539,11.794131,-0.189592
556097,alcohol,30.21,44.85,997.46,82542,11.321062,-0.291067,11.505322,11.765747,-0.260426
556447,alcohol,30.21,44.87,997.46,76551,11.245712,-0.215285,11.414458,11.734545,-0.320086
556797,alcohol,30.21,44.89,997.47,71250,11.17395,-0.205035,11.33028,11.700909,-0.370628
557147,alcohol,30.21,44.93,997.47,66010,11.097562,-0.218252,11.248828,11.664707,-0.415879
557497,alcohol,30.21,44.96,997.46,61132,11.020791,-0.219345,11.169015,11.626072,-0.457057
557847,alcohol,30.21,45.03,997.45,56317,10.938752,-0.234397,11.088423,11.584833,-0.49641
558197,alcohol,30.21,45.1,997.45,52109,10.861093,-0.221885,11.008857,11.541409,-0.532552
558547,alcohol,30.21,45.17,997.45,47772,10.774195,-0.24828,10.926724,11.495376,-0.568651
558897,alcohol,30.21,45.24,997.46,44499,10.703222,-0.202778,10.848498,11.447846,-0.599348
559247,alcohol,30.21,45.3,997.45,41646,10.636961,-0.189318,10.77446,11.399194,-0.624734
559597,alcohol,30.21,45.42,997.45,39210,10.576687,-0.172212,10.705238,11.349844,-0.644606
559947,alcohol,30.21,45.5,997.45,37076,10.520725,-0.15989,10.640658,11.300097,-0.659439
560297,alcohol,30.22,45.61,997.45,35427,10.475229,-0.129989,10.582758,11.250605,-0.667847
560647,alcohol,30.22,45.69,997.46,33783,10.427713,-0.13576,10.528492,11.201231,-0.672739
560997,alcohol,30.22,45.8,997.45,32685,10.394671,-0.094406,10.481654,11.152837,-0.671183
561347,alcohol,30.22,45.9,997.45,31491,10.357457,-0.106327,10.438185,11.105114,-0.666929
561697,alcohol,30.22,46.0,997.46,30424,10.322987,-0.098487,10.397865,11.058187,-0.660321
562047,alcohol,30.22,46.09,997.46,29469,10.291094,-0.091122,10.360495,11.012161,-0.651667
562397,alcohol,30.22,46.2,997.47,28825,10.268998,-0.063131,10.32847,10.967571,-0.639101
562747,alcohol,30.22,46.3,997.47,28134,10.244734,-0.069327,10.299162,10.924201,-0.625039
563097,alcohol,30.22,46.39,997.47,27262,10.213249,-0.089956,10.269093,10.881544,-0.612452
563447,alcohol,30.22,46.5,997.47,26983,10.202962,-0.029392,10.245947,10.840829,-0.594882
563797,alcohol,30.23,46.59,997.47,26410,10.181498,-0.061327,10.22339,10.801269,-0.577879
564147,alcohol,30.23,46.69,997.46,26003,10.165967,-0.044373,10.203292,10.76315,-0.559858
564497,alcohol,30.23,46.76,997.46,25593,10.150074,-0.045409,10.184666,10.726365,-0.541699
564847,alcohol,30.23,46.87,997.46,25166,10.133249,-0.048071,10.16667,10.690778,-0.524108
565197,alcohol,30.23,46.94,997.46,24899,10.122583,-0.030474,10.151239,10.656686,-0.505446
565547,alcohol,30.23,47.02,997.45,24652,10.112614,-0.028485,10.13772,10.624042,-0.486321
565897,alcohol,30.23,47.11,997.44,24367,10.100985,-0.033226,10.124862,10.592658,-0.467796
566247,alcohol,30.23,47.2,997.44,24158,10.092371,-0.02461,10.11349,10.562641,-0.449151
566597,alcohol,30.23,47.28,997.45,23939,10.083264,-0.026019,10.102911,10.533878,-0.430967
566947,alcohol,30.23,47.35,997.46,23818,10.078197,-0.01448,10.09426,10.506537,-0.412277
567297,alcohol,30.23,47.43,997.46,23463,10.06318,-0.042904,10.083382,10.479937,-0.396555
567647,alcohol,30.24,47.49,997.46,23205,10.052123,-0.031591,10.072441,10.454268,-0.381826
567997,alcohol,30.24,47.56,997.47,23179,10.051002,-0.003204,10.064937,10.430071,-0.365134
568347,alcohol,30.24,47.64,997.46,22952,10.041161,-0.028117,10.056615,10.406736,-0.350121
568697,alcohol,30.24,47.71,997.46,22828,10.035743,-0.015479,10.04931,10.384477,-0.335167
569047,alcohol,30.24,47.78,997.45,22657,10.028224,-0.021482,10.041929,10.363101,-0.321172
569397,alcohol,30.24,47.83,997.45,22681,10.029283,0.003025,10.037502,10.343072,-0.30557
569747,alcohol,30.24,47.9,997.46,22440,10.0186,-0.03052,10.030887,10.323604,-0.292717
570097,alcohol,30.25,47.96,997.45,22368,10.015387,-0.009183,10.025461,10.305111,-0.27965
570447,alcohol,30.25,48.03,997.46,22157,10.005909,-0.027079,10.018618,10.287158,-0.26854
570797,alcohol,30.25,48.09,997.46,22087,10.002745,-0.009041,10.013062,10.270093,-0.257031
571147,alcohol,30.25,48.14,997.46,21904,9.994425,-0.023771,10.006538,10.253553,-0.247015
571497,alcohol,30.25,48.18,997.45,21949,9.996477,0.005864,10.003016,10.238129,-0.235112
571847,alcohol,30.25,48.24,997.45,21836,9.991315,-0.014749,9.99892,10.22332,-0.2244
572197,alcohol,30.25,48.29,997.46,21656,9.983038,-0.023648,9.993361,10.208902,-0.215541
572547,alcohol,30.25,48.36,997.47,21634,9.982021,-0.002905,9.989392,10.195289,-0.205896
572897,alcohol,30.25,48.39,997.46,21458,9.973853,-0.023338,9.983953,10.182003,-0.19805
573247,alcohol,30.25,48.45,997.46,21371,9.96979,-0.011608,9.978996,10.169271,-0.190274
573597,alcohol,30.25,48.5,997.46,21371,9.96979,0.0,9.975774,10.157302,-0.181528
573947,alcohol,30.25,48.55,997.46,21285,9.965758,-0.01152,9.972268,10.145809,-0.173541
574297,alcohol,30.26,48.6,997.46,21242,9.963736,-0.005779,9.969281,10.134885,-0.165604
574647,alcohol,30.26,48.65,997.46,21114,9.957691,-0.01727,9.965224,10.124253,-0.159029
574997,alcohol,30.26,48.68,997.46,21093,9.956697,-0.002842,9.962239,10.1142,-0.15196
575347,alcohol,30.26,48.75,997.47,21030,9.953705,-0.008548,9.959252,10.10457,-0.145318
575697,alcohol,30.26,48.78,997.47,20967,9.950705,-0.008572,9.95626,10.095338,-0.139078
576047,alcohol,30.26,48.82,997.47,20864,9.945781,-0.014068,9.952592,10.086364,-0.133772
576397,alcohol,30.26,48.87,997.47,20884,9.946738,0.002736,9.950542,10.077987,-0.127444
576747,alcohol,30.26,48.9,997.47,20761,9.940831,-0.016877,9.947144,10.069757,-0.122614
577097,alcohol,30.26,48.95,997.47,20659,9.935906,-0.014071,9.94321,10.061727,-0.118517
577447,alcohol,30.26,48.99,997.47,20599,9.932998,-0.008311,9.939635,10.054003,-0.114367
577797,alcohol,30.26,49.01,997.47,20559,9.931054,-0.005553,9.936631,10.046626,-0.109995
578147,alcohol,30.27,49.06,997.47,20439,9.9252,-0.016725,9.93263,10.039341,-0.106711
578497,alcohol,30.27,49.1,997.47,20341,9.920394,-0.013733,9.928347,10.032204,-0.103857
578847,alcohol,30.27,49.13,997.47,20282,9.917489,-0.0083,9.924546,10.02532,-0.100774
579197,alcohol,30.27,49.18,997.47,20539,9.93008,0.035975,9.926483,10.019606,-0.093122
579547,garlic,30.27,49.2,997.46,22250,10.010098,0.22862,9.955748,10.019035,-0.063288
579897,garlic,30.26,49.19,997.47,24914,10.123185,0.323108,10.014351,10.025285,-0.010934
580247,garlic,30.26,49.16,997.48,28475,10.256782,0.381704,10.099201,10.039175,0.060026
580597,garlic,30.26,49.07,997.5,32863,10.400103,0.409489,10.204516,10.060831,0.143685
580947,garlic,30.26,49.03,997.49,37437,10.530415,0.37232,10.318581,10.089005,0.229575
581297,garlic,30.26,49.0,997.49,42742,10.662937,0.378636,10.439105,10.123442,0.315663
581647,garlic,30.26,48.99,997.49,47880,10.776453,0.324331,10.557177,10.162622,0.394554
581997,garlic,30.26,48.98,997.48,52959,10.877274,0.288059,10.66921,10.205502,0.463709
582347,garlic,30.26,48.99,997.47,58021,10.96856,0.260819,10.773983,10.251285,0.522698
582697,garlic,30.26,49.02,997.48,62490,11.042762,0.212005,10.868055,10.298773,0.569283
583047,garlic,30.26,49.04,997.48,66847,11.110162,0.192571,10.952792,10.347456,0.605336
583397,garlic,30.27,49.09,997.48,70183,11.158861,0.139141,11.024916,10.39614,0.628776
583747,garlic,30.27,49.12,997.48,73805,11.209182,0.143773,11.089409,10.444922,0.644486
584097,garlic,30.27,49.16,997.48,76136,11.240276,0.088842,11.142212,10.492643,0.649569
584447,garlic,30.27,49.21,997.48,78400,11.269579,0.083722,11.18679,10.53926,0.64753
584797,garlic,30.27,49.28,997.48,80112,11.291181,0.061719,11.223326,10.584375,0.63895
585147,garlic,30.27,49.33,997.48,81584,11.309388,0.052022,11.253447,10.627876,0.62557
585497,garlic,30.27,49.39,997.47,83688,11.334851,0.072752,11.281938,10.670295,0.611643
585847,garlic,30.27,49.47,997.47,84358,11.342825,0.022782,11.303247,10.710647,0.592601
586197,garlic,30.27,49.54,997.47,85382,11.354891,0.034474,11.321322,10.749301,0.572021
586547,garlic,30.27,49.62,997.47,86432,11.367113,0.034921,11.337349,10.786369,0.55098
586897,garlic,30.27,49.7,997.47,87417,11.378445,0.032376,11.351732,10.821894,0.529839
587247,garlic,30.27,49.77,997.48,88610,11.392,0.03873,11.365826,10.8561,0.509726
587597,garlic,30.27,49.85,997.48,89646,11.403624,0.03321,11.379055,10.888951,0.490104
587947,garlic,30.28,49.91,997.48,89932,11.406809,0.009101,11.388769,10.920022,0.468747
588297,garlic,30.28,50.01,997.49,90511,11.413227,0.018338,11.397329,10.949615,0.447715
588647,garlic,30.28,50.09,997.48,91791,11.42727,0.040122,11.407808,10.978274,0.429534
588997,garlic,30.28,50.17,997.48,92192,11.431628,0.012452,11.416145,11.005476,0.410669
589347,garlic,30.28,50.25,997.48,92597,11.436012,0.012526,11.423099,11.031308,0.39179
589697,garlic,30.28,50.34,997.49,93108,11.441515,0.015722,11.429544,11.055921,0.373624
590047,garlic,30.28,50.42,997.49,94147,11.452613,0.031708,11.437618,11.079722,0.357896
590397,garlic,30.28,50.51,997.49,94569,11.457085,0.012777,11.444431,11.102364,0.342068
590747,garlic,30.28,50.59,997.49,94995,11.461579,0.012842,11.450433,11.123917,0.326516
591097,garlic,30.28,50.68,997.49,95209,11.46383,0.00643,11.455121,11.144312,0.310809
591447,garlic,30.28,50.77,997.48,94910,11.460685,-0.008986,11.457068,11.163294,0.293775
591797,garlic,30.28,50.84,997.49,94910,11.460685,0.0,11.458334,11.181137,0.277197
592147,garlic,30.28,50.93,997.48,95016,11.461801,0.003188,11.459547,11.197977,0.26157
592497,garlic,30.28,51.0,997.48,96208,11.474268,0.035621,11.464699,11.214555,0.250144
592847,garlic,30.28,51.1,997.49,96704,11.47941,0.014692,11.469848,11.230446,0.239402
593197,garlic,30.29,51.2,997.49,96263,11.474839,-0.01306,11.471595,11.245109,0.226486
593547,garlic,30.29,51.28,997.49,96208,11.474268,-0.001632,11.47253,11.258859,0.213672
593897,garlic,30.29,51.36,997.49,96704,11.47941,0.014692,11.474937,11.272092,0.202846
594247,garlic,30.29,51.45,997.49,97262,11.485164,0.016439,11.478517,11.284876,0.193641
594597,garlic,30.29,51.54,997.49,96927,11.481713,-0.009858,11.479635,11.296686,0.182949
594947,garlic,30.29,51.63,997.49,97094,11.483435,0.004918,11.480965,11.307891,0.173074
595297,garlic,30.29,51.7,997.48,97374,11.486315,0.008229,11.482837,11.318596,0.164241
595647,garlic,30.29,51.83,997.48,97939,11.4921,0.016529,11.486078,11.329005,0.157073
595997,garlic,30.29,51.95,997.49,97487,11.487474,-0.013215,11.486567,11.338513,0.148053
596347,garlic,30.3,52.05,997.49,97882,11.491518,0.011553,11.488299,11.347693,0.140606
596697,garlic,30.3,52.17,997.49,97882,11.491518,0.0,11.489426,11.356323,0.133102
597047,garlic,30.3,52.28,997.49,97826,11.490946,-0.001635,11.489957,11.364401,0.125556
597398,garlic,30.3,52.43,997.48,98339,11.496176,0.0149,11.492133,11.372308,0.119825
597747,garlic,30.3,52.57,997.48,98110,11.493845,-0.006678,11.492732,11.3796,0.113132
598097,garlic,30.3,52.73,997.49,98453,11.497334,0.00997,11.494343,11.386663,0.107679
598447,garlic,30.3,52.9,997.49,99148,11.504369,0.020098,11.497851,11.393725,0.104126
598797,garlic,30.3,53.06,997.49,98626,11.49909,-0.015082,11.498284,11.400047,0.098237
599147,garlic,30.3,53.22,997.49,98626,11.49909,0.0,11.498566,11.40599,0.092576
599497,garlic,30.3,53.43,997.49,98973,11.502603,0.010035,11.499978,11.411786,0.088192
599847,garlic,30.3,53.6,997.5,99264,11.505538,0.008387,11.501924,11.417411,0.084513
600197,garlic,30.3,53.79,997.5,98973,11.502603,-0.008387,11.502161,11.422523,0.079638
600547,garlic,30.3,53.98,997.5,99381,11.506716,0.011752,11.503755,11.427574,0.07618
600897,garlic,30.3,54.16,997.5,99970,11.512626,0.016885,11.506859,11.432677,0.074182
601247,garlic,30.31,54.35,997.49,99498,11.507893,-0.013523,11.50722,11.43719,0.07003
601597,garlic,30.31,54.55,997.49,99852,11.511444,0.010147,11.508698,11.441645,0.067054
